epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
112,14944,0.98926,1.18505,1.31876,0.76101,0.70203,0.77461,0.56934,0.97809,0.92528,1.28132,0.006337,0.006337,0.006337
113,15077,0.98969,1.18415,1.32093,0.76148,0.70136,0.77498,0.5701,0.9778,0.92369,1.28059,0.006304,0.006304,0.006304
114,15216.1,0.98472,1.18822,1.3159,0.76196,0.70313,0.77574,0.57046,0.97689,0.92235,1.27958,0.006271,0.006271,0.006271
115,15356.5,0.98683,1.18681,1.31921,0.764,0.70166,0.77625,0.5712,0.97643,0.921,1.27885,0.006238,0.006238,0.006238
116,15495.7,0.98635,1.17591,1.31737,0.76259,0.70464,0.77695,0.57161,0.97627,0.91984,1.2783,0.006205,0.006205,0.006205
117,15630.9,0.98026,1.17589,1.31525,0.76347,0.70241,0.77732,0.5718,0.97598,0.91898,1.27777,0.006172,0.006172,0.006172
118,15769.5,0.98204,1.17578,1.31135,0.7671,0.69981,0.77771,0.57221,0.97576,0.91733,1.27729,0.006139,0.006139,0.006139
119,15908.9,0.98149,1.16558,1.3119,0.76862,0.69877,0.778,0.57253,0.97512,0.91658,1.27648,0.006106,0.006106,0.006106
120,16047.2,0.97612,1.16395,1.3104,0.76937,0.69866,0.77847,0.57321,0.97438,0.91503,1.2755,0.006073,0.006073,0.006073
121,16192.3,0.9773,1.16874,1.31045,0.77092,0.69912,0.77894,0.57375,0.97402,0.91381,1.27491,0.00604,0.00604,0.00604
122,16332.2,0.97935,1.16118,1.3104,0.78229,0.69286,0.77938,0.5743,0.9739,0.91239,1.27454,0.006007,0.006007,0.006007
123,16460.3,0.97836,1.15331,1.30714,0.7815,0.69397,0.77977,0.5753,0.97352,0.91101,1.27385,0.005974,0.005974,0.005974
124,16601.9,0.97755,1.16271,1.30739,0.78093,0.69536,0.7805,0.576,0.97292,0.9099,1.27304,0.005941,0.005941,0.005941
125,16744.8,0.97354,1.15167,1.30411,0.78269,0.69439,0.78107,0.57621,0.97254,0.90879,1.27223,0.005908,0.005908,0.005908
126,16888.4,0.97176,1.15152,1.30248,0.78091,0.6952,0.78155,0.57714,0.97204,0.90745,1.27151,0.005875,0.005875,0.005875
127,17022.5,0.97299,1.14966,1.30207,0.77968,0.69716,0.78187,0.57738,0.97163,0.90617,1.27085,0.005842,0.005842,0.005842
