epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
59,21788.1,1.04335,1.361,1.45233,0.76168,0.66682,0.75577,0.54828,0.98996,1.01406,1.39853,0.008086,0.008086,0.008086
60,22038.8,1.05064,1.36437,1.45279,0.76117,0.669,0.75682,0.55008,0.98875,1.0111,1.39719,0.008053,0.008053,0.008053
61,22290.3,1.04119,1.34938,1.4438,0.76378,0.66965,0.75746,0.55033,0.98812,1.00729,1.39578,0.00802,0.00802,0.00802
62,22542.1,1.03865,1.3515,1.44844,0.76196,0.67293,0.75849,0.55086,0.98703,1.00413,1.39409,0.007987,0.007987,0.007987
63,22794,1.03656,1.34459,1.4448,0.76573,0.6745,0.75959,0.55198,0.98574,1.00098,1.39262,0.007954,0.007954,0.007954
64,23044.7,1.03622,1.34418,1.44117,0.76383,0.67519,0.75989,0.55234,0.98393,0.99887,1.39053,0.007921,0.007921,0.007921
65,23296.2,1.02797,1.33964,1.43808,0.75979,0.6767,0.76093,0.55377,0.98262,0.99636,1.38886,0.007888,0.007888,0.007888
66,23547.3,1.03158,1.32677,1.43848,0.75798,0.67754,0.76196,0.55441,0.98116,0.99452,1.38706,0.007855,0.007855,0.007855
67,23797.8,1.03082,1.32339,1.44072,0.76093,0.67624,0.7629,0.55592,0.98047,0.99263,1.38623,0.007822,0.007822,0.007822
68,24048.7,1.02558,1.31411,1.43251,0.75916,0.68128,0.76352,0.5568,0.97939,0.99011,1.38525,0.007789,0.007789,0.007789
69,24299.3,1.02165,1.30449,1.42618,0.7603,0.67975,0.76414,0.5577,0.97854,0.98803,1.38431,0.007756,0.007756,0.007756
70,24551.8,1.0267,1.31205,1.43132,0.76141,0.68091,0.76495,0.55773,0.97771,0.9864,1.38318,0.007723,0.007723,0.007723
71,24802.5,1.02178,1.30945,1.42903,0.76515,0.67865,0.76609,0.55905,0.97693,0.98497,1.38237,0.00769,0.00769,0.00769
72,25053.8,1.02322,1.29998,1.4263,0.76778,0.6764,0.76675,0.55982,0.97631,0.98331,1.38127,0.007657,0.007657,0.007657
73,25304.3,1.01539,1.3004,1.42045,0.77286,0.67449,0.76716,0.56051,0.9756,0.98147,1.38035,0.007624,0.007624,0.007624
74,25553.9,1.01662,1.28741,1.42018,0.76822,0.67813,0.76812,0.56144,0.97482,0.97993,1.3796,0.007591,0.007591,0.007591
75,25804.6,1.01281,1.2936,1.41682,0.7717,0.67711,0.76857,0.56196,0.97399,0.97839,1.37849,0.007558,0.007558,0.007558
76,26055,1.00463,1.2808,1.41165,0.77191,0.67925,0.76931,0.56286,0.97303,0.9766,1.37724,0.007525,0.007525,0.007525
77,26305.5,1.01213,1.27702,1.41841,0.77048,0.68101,0.76995,0.56357,0.9726,0.97522,1.37652,0.007492,0.007492,0.007492
78,26556.1,1.01326,1.27914,1.41507,0.77014,0.68147,0.77047,0.56411,0.97209,0.97326,1.37577,0.007459,0.007459,0.007459
79,26807,1.00225,1.27142,1.40907,0.77075,0.6816,0.77089,0.56443,0.9713,0.97159,1.37483,0.007426,0.007426,0.007426
80,27057.2,1.00342,1.27267,1.41357,0.77832,0.67972,0.77135,0.56519,0.97034,0.97011,1.37375,0.007393,0.007393,0.007393
81,27306.2,0.99704,1.25608,1.40543,0.78227,0.67707,0.77177,0.56581,0.96959,0.96875,1.37252,0.00736,0.00736,0.00736
82,27556.8,0.99985,1.25763,1.4047,0.7826,0.67819,0.77258,0.56641,0.96893,0.96667,1.37179,0.007327,0.007327,0.007327
83,27806.5,0.99805,1.25406,1.40427,0.78043,0.67952,0.7726,0.567,0.96814,0.96491,1.37102,0.007294,0.007294,0.007294
84,28056.1,0.99782,1.24856,1.40652,0.78127,0.68108,0.77312,0.56752,0.96741,0.96353,1.36998,0.007261,0.007261,0.007261
85,28306.1,0.99471,1.24977,1.40263,0.78045,0.68252,0.77352,0.56801,0.96648,0.96216,1.36886,0.007228,0.007228,0.007228
86,28555.7,0.99953,1.24278,1.40316,0.78418,0.6799,0.77401,0.56872,0.9659,0.96035,1.36811,0.007195,0.007195,0.007195
87,28806.5,0.99336,1.24938,1.39831,0.78319,0.6812,0.77444,0.56928,0.9649,0.9585,1.36719,0.007162,0.007162,0.007162
88,29056.3,0.98796,1.2345,1.3969,0.78511,0.68012,0.77508,0.57004,0.96459,0.95678,1.36669,0.007129,0.007129,0.007129
89,29305.8,0.99604,1.23844,1.40136,0.78536,0.67925,0.7755,0.57009,0.96404,0.95514,1.36608,0.007096,0.007096,0.007096
90,29555.7,0.98988,1.22938,1.39641,0.78705,0.6788,0.77585,0.57068,0.9633,0.95405,1.36518,0.007063,0.007063,0.007063
91,29805.8,0.98483,1.22135,1.39099,0.78641,0.68125,0.77638,0.57117,0.9629,0.95285,1.36459,0.00703,0.00703,0.00703
92,30054.8,0.98889,1.22996,1.39472,0.78536,0.68308,0.77672,0.57152,0.96236,0.95156,1.36391,0.006997,0.006997,0.006997
93,30304,0.97987,1.21779,1.38963,0.78211,0.68447,0.77749,0.57233,0.96189,0.95031,1.36317,0.006964,0.006964,0.006964
94,30554.1,0.98101,1.22257,1.3904,0.78342,0.68403,0.77796,0.57309,0.96163,0.94891,1.36253,0.006931,0.006931,0.006931
95,30804.3,0.98142,1.21788,1.38588,0.78224,0.68589,0.77837,0.57352,0.96097,0.94739,1.36181,0.006898,0.006898,0.006898
96,31053.5,0.97831,1.21378,1.38379,0.78873,0.68478,0.77888,0.57385,0.96045,0.94604,1.36083,0.006865,0.006865,0.006865
97,31302.9,0.97845,1.20896,1.38768,0.7899,0.68349,0.77929,0.57439,0.96016,0.94415,1.36026,0.006832,0.006832,0.006832
98,31552.3,0.97762,1.20785,1.38456,0.78896,0.68465,0.77975,0.5748,0.96004,0.94227,1.35977,0.006799,0.006799,0.006799
99,31801.9,0.97018,1.19897,1.37955,0.78685,0.68727,0.78017,0.57529,0.95954,0.94068,1.35885,0.006766,0.006766,0.006766
100,32051.3,0.97504,1.20293,1.37985,0.7855,0.68909,0.78053,0.57571,0.95916,0.93907,1.3581,0.006733,0.006733,0.006733
101,32300.8,0.96885,1.1892,1.37683,0.78267,0.69192,0.78075,0.576,0.95882,0.93735,1.35733,0.0067,0.0067,0.0067
