epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
141,392604,1.20745,1.53755,1.32999,0.62072,0.46717,0.50916,0.36184,1.11686,1.22308,1.23756,0.00538,0.00538,0.00538
142,397216,1.20851,1.53601,1.3296,0.62067,0.46894,0.50913,0.36225,1.11605,1.22265,1.23726,0.005347,0.005347,0.005347
143,402032,1.20818,1.53301,1.32911,0.62253,0.4692,0.50986,0.36262,1.11571,1.22252,1.23722,0.005314,0.005314,0.005314
144,408228,1.20833,1.53445,1.32816,0.6266,0.46868,0.51006,0.36321,1.11597,1.22249,1.23695,0.005281,0.005281,0.005281
145,415005,1.20716,1.5324,1.32655,0.63015,0.46861,0.51051,0.36334,1.11521,1.22204,1.23622,0.005248,0.005248,0.005248
146,422718,1.20927,1.52875,1.32665,0.62864,0.47003,0.51106,0.36349,1.11521,1.22037,1.2357,0.005215,0.005215,0.005215
147,431679,1.2059,1.52882,1.32624,0.62796,0.46971,0.51185,0.36373,1.11494,1.21998,1.23522,0.005182,0.005182,0.005182
148,440723,1.20615,1.52723,1.32476,0.63117,0.46979,0.5122,0.36419,1.11423,1.2189,1.23441,0.005149,0.005149,0.005149
149,449343,1.20539,1.52524,1.32603,0.62948,0.46984,0.51232,0.36438,1.11399,1.21817,1.23416,0.005116,0.005116,0.005116
150,456243,1.20493,1.52512,1.32506,0.63089,0.46782,0.51227,0.36478,1.11386,1.21722,1.23419,0.005083,0.005083,0.005083
151,463148,1.20338,1.52408,1.32501,0.63052,0.46915,0.51241,0.36476,1.11312,1.21604,1.23375,0.00505,0.00505,0.00505
152,469624,1.2036,1.52001,1.32462,0.62343,0.47223,0.51289,0.36468,1.11281,1.2157,1.23347,0.005017,0.005017,0.005017
153,474383,1.20216,1.51803,1.3232,0.62071,0.47413,0.51292,0.36474,1.1122,1.21496,1.23305,0.004984,0.004984,0.004984
154,479068,1.20106,1.52049,1.32257,0.61593,0.4757,0.5126,0.36483,1.11195,1.2144,1.23258,0.004951,0.004951,0.004951
155,482102,1.19993,1.5149,1.32142,0.619,0.47551,0.51285,0.36508,1.11102,1.214,1.23194,0.004918,0.004918,0.004918
156,483852,1.19995,1.51622,1.32187,0.62291,0.47353,0.51365,0.36575,1.11064,1.21336,1.23172,0.004885,0.004885,0.004885
157,485604,1.20205,1.51463,1.32225,0.62453,0.47387,0.5142,0.366,1.11061,1.21224,1.23151,0.004852,0.004852,0.004852
158,487351,1.19985,1.51313,1.3206,0.62544,0.47274,0.51492,0.36611,1.11015,1.21062,1.23111,0.004819,0.004819,0.004819
159,489100,1.19999,1.51273,1.32079,0.62729,0.47326,0.51532,0.36674,1.10985,1.20935,1.2305,0.004786,0.004786,0.004786
160,490846,1.20034,1.51096,1.32038,0.62296,0.47612,0.51611,0.36753,1.1101,1.20805,1.23051,0.004753,0.004753,0.004753
161,493417,1.19859,1.50801,1.3204,0.62554,0.47571,0.51593,0.36732,1.11011,1.20731,1.23026,0.00472,0.00472,0.00472
162,496190,1.19795,1.50663,1.31976,0.62814,0.47456,0.5165,0.36773,1.11062,1.20711,1.23053,0.004687,0.004687,0.004687
163,498947,1.19528,1.50534,1.31753,0.62677,0.47387,0.51665,0.3678,1.11051,1.20617,1.23019,0.004654,0.004654,0.004654
164,501672,1.19712,1.506,1.31922,0.62989,0.47289,0.51708,0.36781,1.11011,1.20551,1.22965,0.004621,0.004621,0.004621
165,504429,1.19653,1.50345,1.31751,0.6241,0.4754,0.51681,0.36812,1.11033,1.20455,1.22935,0.004588,0.004588,0.004588
166,507201,1.19381,1.50054,1.31748,0.63039,0.47353,0.51709,0.36824,1.1102,1.2038,1.22912,0.004555,0.004555,0.004555
167,509889,1.19547,1.50229,1.31793,0.62913,0.47513,0.51725,0.36833,1.10932,1.20398,1.22859,0.004522,0.004522,0.004522
168,512947,1.19591,1.49901,1.31585,0.63039,0.47543,0.51766,0.36839,1.10849,1.20268,1.22761,0.004489,0.004489,0.004489
169,516344,1.19475,1.49864,1.31727,0.62928,0.47494,0.51796,0.36889,1.10791,1.20172,1.22746,0.004456,0.004456,0.004456
170,519711,1.19256,1.49713,1.3158,0.63096,0.47357,0.51812,0.36904,1.10777,1.20102,1.22709,0.004423,0.004423,0.004423
171,522674,1.19328,1.4977,1.31602,0.63217,0.4727,0.51844,0.36952,1.10679,1.19996,1.22666,0.00439,0.00439,0.00439
172,526159,1.19024,1.49376,1.31497,0.62874,0.4772,0.51875,0.36976,1.10672,1.1997,1.22622,0.004357,0.004357,0.004357
173,528824,1.19122,1.49132,1.31419,0.62889,0.47609,0.51895,0.37,1.10667,1.19968,1.22604,0.004324,0.004324,0.004324
174,530578,1.1904,1.49141,1.31431,0.62325,0.47983,0.51999,0.3707,1.10667,1.19873,1.22639,0.004291,0.004291,0.004291
175,533122,1.19116,1.48567,1.31301,0.62305,0.48161,0.52014,0.37123,1.10672,1.19767,1.22602,0.004258,0.004258,0.004258
176,536293,1.19171,1.48545,1.31202,0.62235,0.48206,0.5213,0.37155,1.10614,1.19765,1.22515,0.004225,0.004225,0.004225
177,540731,1.18953,1.48436,1.3116,0.62036,0.4833,0.52189,0.37186,1.10563,1.19702,1.22483,0.004192,0.004192,0.004192
178,544285,1.18929,1.48249,1.31122,0.62383,0.48115,0.52199,0.37171,1.10549,1.19574,1.22489,0.004159,0.004159,0.004159
179,547314,1.18786,1.48245,1.31032,0.62454,0.48105,0.5221,0.37199,1.10446,1.19486,1.22426,0.004126,0.004126,0.004126
180,550107,1.18767,1.48003,1.31043,0.62692,0.48056,0.52223,0.37203,1.10448,1.1945,1.22386,0.004093,0.004093,0.004093
181,552912,1.18754,1.48072,1.30994,0.62124,0.48198,0.52235,0.37225,1.10426,1.19377,1.22333,0.00406,0.00406,0.00406
182,554767,1.18788,1.47982,1.31029,0.62147,0.4827,0.52259,0.37272,1.10419,1.19345,1.22333,0.004027,0.004027,0.004027
